Import_Date,Item_Name,Brand_Name,Size,Order_Quantity
2/23/2022,Outsole Pace Mx SG.1.2 #FB1066,Puma,Q,3000
2/23/2022,Outsole Puma PACE #FB1065,Puma,Q,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,R,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,O,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,F,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,E,3000
2/23/2022,PANEL ULTRA 4D #AD30832,Adidas,N,3000
2/24/2022,Heel Counter TS030,Puma,A,3000
2/24/2022,Heel Counter TS030,Puma,A,3000
2/24/2022,Heel counter TS033,Puma,A,18000
2/24/2022,Heel counter TS033,Puma,A,2000
2/24/2022,Heel counter TS033,Puma,A,12000
2/24/2022,Heel counter TS033,Puma,A,20000
2/24/2022,Heel counter TS033,Puma,A,12000
2/24/2022,Heel counter TS033,Puma,A,24000
2/24/2022,Heel counter TS033,Puma,A,12000
2/24/2022,Heel counter TS042,Puma,A,12000
2/24/2022,Heel counter TS042,Puma,A,40000
2/24/2022,Insole Board #30707,Adidas,Q,160000
2/24/2022,NB CR M/W574,NB,V,149000
2/24/2022,NB CR M/W574,NB,V,119000
2/24/2022,NB CR M/W574,NB,V,45000
2/24/2022,NB CR M/W574,NB,V,30000
2/24/2022,Outsole Adizero TJ #AD-30571,Adidas,P,80000
2/24/2022,Outsole Evospeed 3+4 i SG#FB396,Puma,R,2000
2/24/2022,Outsole Future FG-AG #FB1118,Puma,Q,2000
2/24/2022,Outsole Future FG-AG #FB1118,Puma,Q,2000
2/24/2022,Outsole Future FG-AG #FB1118,Puma,Q,2000
2/24/2022,Outsole Future FG-AG #FB1118,Puma,O,5000
2/24/2022,Outsole Future FG-AG #FB1118,Puma,O,5000
2/24/2022,Outsole Future FG-AG #FB1118,Puma,Q,10000
2/24/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,R,10000
2/24/2022,Outsole Game Changer Pro #FB1043,Puma,P,10000
2/24/2022,Outsole Game Changer Pro #FB1043,Puma,Q,10000
2/24/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,10000
2/24/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,10000
2/24/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,23000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,10000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,2000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,20000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,M,10000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,D,10000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,P,10000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,N,10000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,R,40000
2/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,O,10000
2/24/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,10000
2/25/2022,Heel Counter TS030,Puma,A,200000
2/25/2022,Heel Counter TS030,Puma,A,200000
2/25/2022,Heel Counter TS030,Puma,A,400000
2/25/2022,Heel counter TS033,Puma,A,200000
2/25/2022,Heel counter TS042,Puma,A,200000
2/25/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,200000
2/25/2022,Outsole #ATC497,Puma,Q,200000
2/25/2022,Outsole #ATC497,Puma,Q,200000
2/25/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,200000
2/25/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,200000
2/25/2022,Shank Deviate 2 #JO1162,Puma,O,200000
2/25/2022,Shank Deviate 2 #JO1162,Puma,P,200000
2/25/2022,Shank Deviate 2 #JO1162,Puma,M,200000
2/25/2022,Shank Deviate 2 #JO1162,Puma,R,200000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,F,200000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,G,200000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,D,5000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,N,5000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,E,5000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,F,3000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,O,3000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,15000
2/25/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,15000
2/25/2022,TPU Shank Base Line 1.0 #50062001,Reebok,U,10000
2/25/2022,TPU Shank Base Line 1.0 #50062001,Reebok,V,5000
2/25/2022,TPU Shank Base Line 1.0 #50062001,Reebok,V,13000
2/28/2022,Heelcap Lego Vintro Boot C #59052-HC,Adidas,C,10000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,N,10000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,12000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,N,14000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,5000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,N,10000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,10000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,N,15000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,R,15000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,15000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,L,200000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,O,200000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,R,200000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,L,110000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,Q,20000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,N,963000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,O,239000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,F,105000
2/28/2022,Heelcap Zenchill XXII #59701-HT,Adidas,E,34000
2/28/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,Q,45000
2/28/2022,Shank BB2WXYV3,NB,R,472000
2/28/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,242000
2/28/2022,TPU BB2WXYV3,NB,R,92000
3/1/2022,Insole Board X20 FG #11046,Adidas,Q,11000
3/1/2022,Outsole #PHG001,NB,R,2000
3/1/2022,Outsole Furon 6 FG #PFG002,NB,R,2000
3/1/2022,Outsole Furon 6 FG #PFG002,NB,D,2000
3/1/2022,Outsole Tekela 4 FG #PFG004,NB,R,3000
3/1/2022,Outsole Tekela HG #NSM-THG01,Other,R,20000
3/1/2022,Outsole Tekela HG #NSM-THG01,Other,R,13000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,18000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,6000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,18000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,18000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,12000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,18000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,14000
3/1/2022,TPU Lateral & Medial #BBKLV3,NB,R,60000
3/2/2022,Outsole Evo Speed 5 NG FG J´s#FB1017,Puma,L,6700000
3/2/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,7300000
3/2/2022,Outsole Future MG #FB1095,Puma,Q,200000
3/2/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,20000
3/2/2022,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,Q,20000
3/2/2022,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,Q,9000
3/2/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,12000
3/2/2022,Torsion Bar Solar Boost #AD-47694,Adidas,N,12000
3/2/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,N,15000
3/3/2022,Foot bed Climacool Vento #54551,Adidas,O,5000
3/3/2022,Outsole Adizero LJ #AD-30569,Adidas,R,10000
3/3/2022,Outsole Adizero LJ #AD-30569,Adidas,R,7000
3/3/2022,Outsole Adizero TJ #AD-30571,Adidas,P,3000
3/3/2022,Outsole AG02 #NSM-AG02(TD),NB,R,4000
3/3/2022,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,L,17000
3/3/2022,Outsole Olympic Plate #AD-06636,Other,Q,17000
3/3/2022,Outsole Olympic Plate #AD-06636,Other,Q,17000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,D,17000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,Q,17000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,R,16000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,O,36000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,E,24000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,N,12000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,M,36000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,F,20000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,P,28000
3/3/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,G,6000
3/3/2022,Outsole Ultra FG Jr #FB1107,Puma,C,65000
3/3/2022,Outsole Ultra FG Jr #FB1107,Puma,C,13000
3/3/2022,Outsole Ultra FG Jr #FB1107,Puma,C,20000
3/3/2022,Outsole Ultra FG Jr #FB1107,Puma,C,5000
3/3/2022,Plate Velosamba #AD-45015,Adidas,Q,5000
3/3/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,5000
3/3/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,5000
3/4/2022,Heelcap Lego Vintro Boot C #59052-HC,Adidas,C,6000
3/4/2022,Heelcap Lego Vintro Boot C #59052-HC,Adidas,C,6000
3/4/2022,Heelcap Lego Vintro Boot I #58810-HC,Adidas,C,10000
3/4/2022,Heelcap Lego Vintro Boot I #58810-HC,Adidas,C,2000
3/4/2022,Outsole Furon 3 FG #NSM-FFG02,NB,R,10000
3/4/2022,Outsole Furon 6 FG #PFG002,NB,R,3000
3/4/2022,Outsole Tekela 4 FG #PFG004,NB,R,3000
3/4/2022,Outsole Tekela FG #NSM-TFG01,NB,R,3000
3/4/2022,Puller Lego Vintro Boot C #59052-PU,Adidas,C,12000
3/4/2022,Puller Lego Vintro Boot I #58810-PU,Adidas,C,120000
3/4/2022,Shank BB2WXYV3,NB,L,12000
3/4/2022,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,N,15000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,L,15000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,R,20000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,Q,15000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,F,15000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,O,35000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,N,5000
3/4/2022,TPU Upper single density Ultra boost ST #AD-39031SD,Other,E,16000
3/5/2022,Banadage MTBR Adilette #61679,Adidas,R,14000
3/5/2022,Heel Counter C4003R,Adidas,A,28000
3/5/2022,Heel Counter C4003R,Adidas,A,26000
3/5/2022,Outsole Agility SG#42663,Adidas,Q,6000
3/5/2022,Outsole Agility SG#42663,Adidas,Q,10000
3/5/2022,Outsole Agility SG#42663,Adidas,Q,12000
3/5/2022,Outsole MTBR Adilette #61681,Adidas,R,16000
3/7/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,15000
3/7/2022,Insole Board X20 FG #11046,Adidas,Q,15000
3/7/2022,Insole Board X20 FG #11046,Adidas,Q,15000
3/7/2022,Insole Board X20 FG #11046,Adidas,Q,20000
3/7/2022,Insole Board X20 FG #11046,Adidas,Q,40000
3/7/2022,Outsole Future MG #FB1095,Puma,D,800000
3/7/2022,Outsole Future MG #FB1095,Puma,O,200000
3/7/2022,Outsole Future MG #FB1095,Puma,Q,200000
3/7/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,Q,200000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,R,10000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,D,14000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,M,11000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,N,11000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,Q,2000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,P,13000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,O,13000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,F,13000
3/7/2022,Outsole Tekela 4 FG #PFG004,NB,E,10000
3/7/2022,Outsole Ultra FG #FB1106 P4,Puma,Q,15000
3/7/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,15000
3/7/2022,Shank Deviate 2 #JO1162,Puma,P,10000
3/7/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,15000
3/7/2022,Torsion Bar Solar Boost #AD-47694,Adidas,N,15000
3/7/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,10000
3/7/2022,TPU Lateral & Medial #BBKLV3,NB,R,10000
3/7/2022,TPU Lateral & Medial #BBKLV3,NB,R,5000
3/8/2022,Heel Counter TS030,Puma,A,2000
3/8/2022,Heel Counter TS030,Puma,A,30000
3/8/2022,Heel Counter TS030,Puma,A,10000
3/8/2022,Heel Counter TS030,Puma,A,10000
3/8/2022,Heel Counter TS030,Puma,A,10000
3/8/2022,Heel Counter TS030,Puma,A,10000
3/8/2022,Heel Counter TS030,Puma,A,10000
3/8/2022,Heel stabilizer Carbon Cat #MD1058,Puma,P,10000
3/8/2022,NB CR M/W574,NB,V,10000
3/8/2022,Outsole Adizero TJ #AD-30571,Adidas,P,10000
3/8/2022,Outsole Agility SG#42663,Adidas,Q,10000
3/8/2022,Outsole Agility SG#42663,Adidas,Q,10000
3/8/2022,Outsole Furon 6 FG #PFG002,NB,R,16000
3/8/2022,Outsole Furon 6 FG #PFG002,NB,R,14000
3/8/2022,Outsole Furon 6 FG #PFG002,NB,P,10000
3/8/2022,Outsole Furon 6 FG #PFG002,NB,D,20000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,D,10000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,R,10000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,Q,10000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,N,10000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,O,10000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,E,-25000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,G,25000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,P,10000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,F,15000
3/8/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,M,20000
3/8/2022,Outsole Tekela 4 FG #PFG004,NB,D,50000
3/8/2022,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,E,12000
3/8/2022,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,Q,24000
3/9/2022,Heel Counter C4003R,Adidas,A,50000
3/9/2022,Heel Counter C4003R,Adidas,A,200000
3/9/2022,Heel Counter C4003R,Adidas,A,4000
3/9/2022,Heel Counter C4003R,Adidas,A,1000
3/9/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,1000
3/9/2022,Insole Board Speed Board Dual Density #ON048,Other,R,10000
3/9/2022,Insole Board Speed Board Dual Density #ON048,Other,R,50000
3/9/2022,Insole Board Speed Board Dual Density #ON048,Other,R,50000
3/9/2022,Midsole Shift #61086,Adidas,Q,3000
3/9/2022,Outsole Adizero LJ #AD-30569,Adidas,R,30000
3/9/2022,Outsole Future MG #FB1095,Puma,Q,5000
3/9/2022,Outsole Future MG Jr #FB1096,Puma,L,5000
3/9/2022,Outsole Future MG Jr #FB1096,Puma,L,4000
3/9/2022,Outsole Future MG Jr #FB1096,Puma,L,5000
3/9/2022,Outsole Puma PACE #FB1065,Puma,R,5000
3/9/2022,Panel EQ19 RUN #55178,Adidas,Q,15000
3/9/2022,Panel EQ19 RUN #55178,Adidas,Q,15000
3/9/2022,Panel EQ19 RUN #55178,Adidas,N,4000
3/9/2022,Panel EQ19 RUN #55178,Adidas,Q,4000
3/9/2022,Panel EQ19 RUN #55178,Adidas,N,4000
3/9/2022,Panel EQ19 RUN #55178,Adidas,Q,7000
3/9/2022,Panel EQ19 RUN #55178,Adidas,N,4000
3/9/2022,Panel EQ19 RUN #55178,Adidas,Q,7000
3/9/2022,Panel EQ19 RUN #55178,Adidas,N,4000
3/9/2022,Panel EQ19 RUN #55178,Adidas,Q,3000
3/9/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,10000
3/9/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,84000
3/9/2022,Shank Deviate 2 #JO1162,Puma,O,12000
3/9/2022,Shank Deviate 2 #JO1162,Puma,R,21000
3/9/2022,Shank Deviate 2 #JO1162,Puma,G,21000
3/9/2022,Shank Deviate 2 #JO1162,Puma,P,19000
3/9/2022,Shank Deviate 2 #JO1162,Puma,F,15000
3/9/2022,Shank Deviate 2 #JO1162,Puma,D,200000
3/9/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,4000
3/9/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,6000
3/10/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,8000
3/10/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,R,8000
3/10/2022,Midsole Shift #61086,Adidas,Q,10000
3/10/2022,Midsole Shift #61086,Adidas,Q,12000
3/10/2022,Midsole Shift #61086,Adidas,Q,14000
3/10/2022,Midsole Shift #61086,Adidas,N,14000
3/10/2022,Midsole Shift #61086,Adidas,N,14000
3/10/2022,Midsole Shift #61086,Adidas,Q,23000
3/10/2022,Midsole Shift #61086,Adidas,N,4000
3/10/2022,NB CR M/W574,NB,V,4000
3/10/2022,NB CR M/W574,NB,V,5000
3/10/2022,NB CR M/W574,NB,V,8000
3/10/2022,NB CR M/W574,NB,V,8000
3/10/2022,NB CR M/W574,NB,V,6000
3/10/2022,NB CR M/W574,NB,V,2000
3/10/2022,NB CR M/W574,NB,V,2000
3/10/2022,NB CR M/W574,NB,V,3000
3/10/2022,NB CR M/W574,NB,V,2000
3/10/2022,NB CR M/W574,NB,V,18000
3/10/2022,NB CR M/W574,NB,V,200000
3/10/2022,NB CR M/W574,NB,V,4000
3/10/2022,NB CR M/W574,NB,V,20000
3/10/2022,NB CR M/W574,NB,V,10000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,35000
3/10/2022,NB CR M/W574,NB,V,35000
3/10/2022,NB CR M/W574,NB,V,20000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,5000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,35000
3/10/2022,NB CR M/W574,NB,V,10000
3/10/2022,NB CR M/W574,NB,V,3000
3/10/2022,NB CR M/W574,NB,V,3000
3/10/2022,NB CR M/W574,NB,V,3000
3/10/2022,NB CR M/W574,NB,V,4000
3/10/2022,NB CR M/W574,NB,V,3000
3/10/2022,NB CR M/W574,NB,V,10000
3/10/2022,NB CR M/W574,NB,V,20000
3/10/2022,NB CR M/W574,NB,V,4000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,15000
3/10/2022,NB CR M/W574,NB,V,10000
3/10/2022,NB CR M/W574,NB,V,2000
3/10/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,2000
3/10/2022,Outsole evoSPEED 360.5 FG#FB1010,Puma,Q,4000
3/10/2022,Outsole Pace Mx SG.1.2 #FB1066,Puma,Q,4000
3/10/2022,Outsole Pace Mx SG.1.2 #FB1066,Puma,P,4000
3/10/2022,Outsole Puma PACE #FB1065,Puma,Q,4000
3/10/2022,Outsole Tekela HG #NSM-THG01,Other,R,4000
3/10/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,4000
3/10/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,4000
3/10/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,2000
3/10/2022,Outsole Ultra FG #FB1106 P3,Puma,Q,4000
3/10/2022,Outsole Ultra FG Jr #FB1107,Puma,L,4000
3/10/2022,Outsole Ultra FG Jr #FB1107,Puma,L,4000
3/10/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,2000
3/10/2022,Plate Velosamba #AD-45015,Adidas,Q,4000
3/10/2022,Shank (Rod) Adizero SUB 2 #AD-53755,Adidas,R,4000
3/10/2022,Torsion Bar Solar Boost #AD-47694,Adidas,N,4000
3/10/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,2000
3/10/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,4000
3/11/2022,Heel counter C 8-0114-M/W,NB,A,2000
3/11/2022,Heel counter C 8-0114-M/W,NB,A,2000
3/11/2022,Heel counter C 8-0114-M/W,NB,A,4000
3/11/2022,Heel counter C 8-0114-M/W,NB,A,2000
3/11/2022,Heel counter C 8-0114-M/W,NB,A,15000
3/11/2022,Heel counter C 8-0114-M/W,NB,A,2000
3/11/2022,Insole Board Eugen SP2 #60852,Adidas,D,10000
3/11/2022,Insole Board Eugen SP2 #60852,Adidas,O,10000
3/11/2022,Insole Board Eugen SP2 #60852,Adidas,R,10000
3/11/2022,Insole Board Eugen SP2 #60852,Adidas,R,2000
3/11/2022,Outsole #MB4040V7,NB,W,2000
3/11/2022,Outsole Adizero LJ #AD-30569,Adidas,R,2000
3/11/2022,Outsole Eugen SP2 #60852,Adidas,O,2000
3/11/2022,Outsole Eugen SP2 #60852,Adidas,D,7000
3/11/2022,Outsole Eugen SP2 #60852,Adidas,R,7000
3/11/2022,Outsole Eugen SP2 #60852,Adidas,R,7000
3/11/2022,Outsole Furon 6 FG #PFG002,NB,P,7000
3/11/2022,Outsole Game Mode United P2 FG #55188,Adidas,Q,5000
3/11/2022,Outsole Game Mode United P2 FG #55188,Adidas,Q,7000
3/11/2022,Outsole Game Mode United P2 FG #55188,Adidas,Q,800000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,600000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,800000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,15000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,10000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,10000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,20000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,C,10000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,20000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,C,20000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,6000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,C,20000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,20000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,C,20000
3/11/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,C,6000
3/11/2022,Outsole Olympic Plate #AD-06636,Other,Q,5000
3/11/2022,Outsole Olympic Plate #AD-06636,Other,Q,7000
3/11/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,2000
3/11/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,2000
3/11/2022,Outsole Plate Sprint Star #AD-39902,Adidas,Q,9000
3/11/2022,Outsole Puma #FB1103,Other,P,9000
3/11/2022,Outsole Puma #FB1103,Other,P,5000
3/11/2022,Shank Propelv4 #PROPELV4,NB,V,9000
3/11/2022,Shank Propelv4 #PROPELV4,NB,V,5000
3/11/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,Q,9000
3/11/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,P,200000
3/11/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,N,40000
3/11/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,M,40000
3/11/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,R,40000
3/12/2022,Heelcap Ultra 4D #AD30832,Adidas,O,1000
3/12/2022,Heelcap Ultra 4D #AD30832,Adidas,N,2000
3/12/2022,Heelcap Ultra 4D #AD30832,Adidas,Q,2000
3/12/2022,Heelcap Ultra 4D #AD30832,Adidas,E,1000
3/12/2022,Heelcap Ultra 4D #AD30832,Adidas,R,6000
3/12/2022,NB CR M/W574,NB,V,3000
3/12/2022,Outsole Future MG Jr #FB1096,Puma,L,1000
3/12/2022,PANEL ULTRA 4D #AD30832,Adidas,O,5000
3/12/2022,PANEL ULTRA 4D #AD30832,Adidas,Q,4000
3/12/2022,PANEL ULTRA 4D #AD30832,Adidas,N,5000
3/12/2022,PANEL ULTRA 4D #AD30832,Adidas,R,3000
3/12/2022,PANEL ULTRA 4D #AD30832,Adidas,E,5000
3/14/2022,Heel Counter C4003R,Adidas,A,1000
3/14/2022,Heel Counter C4003R,Adidas,A,5000
3/14/2022,Heel counter C9004R,Adidas,A,1000
3/14/2022,Outsole #31407,Other,E,20000
3/14/2022,Outsole NB#MB3000V4,NB,G,5000
3/14/2022,Outsole NB#MB3000V4,NB,G,5000
3/14/2022,Torsion Bar Solar Prime #AD-44000,Adidas,Q,10000
3/14/2022,Torsion Bar Solar Prime #AD-44000,Adidas,Q,10000
3/14/2022,TPU Lateral & Medial #BBKLV3,NB,R,10000
3/15/2022,Heel Counter C2005,Adidas,A,3000
3/15/2022,Heel stabilizer Carbon Cat #MD1058,Puma,P,3000
3/15/2022,Outsole Agility SG#42663,Adidas,Q,5000
3/15/2022,Outsole Agility SG#42663,Adidas,Q,5000
3/15/2022,Outsole Agility SG#42663,Adidas,Q,7000
3/15/2022,Outsole Game Mode United P2 FG #55188,Adidas,Q,5000
3/15/2022,Outsole GAMEMODE P2 FG Jr #55242,Adidas,L,100000
3/15/2022,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,K,200000
3/15/2022,Pods Apos D2C,Apos,P,10000
3/15/2022,Shank Propelv4 #PROPELV4,NB,V,4000
3/15/2022,Shank Propelv4 #PROPELV4,NB,U,8000
3/15/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,2000
3/15/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,Q,20000
3/15/2022,Torsion Bar Solar Boost #AD-47694,Adidas,Q,200000
