Date,Item_Name,Brand_Name,Size,Order_Quantity,Category,New_Color
3/22/2022,Outsole Furon 6 FG #PFG002,NB,10.5-11,32,OS,NO
3/22/2022,Outsole Furon 6 FG #PFG002,NB,8.5-9,16,OS,NO
3/22/2022,Outsole Furon 6 FG #PFG002,NB,7.5-8,13,OS,NO
3/22/2022,Outsole Furon 6 FG #PFG002,NB,6.5-7,4,OS,NO
3/22/2022,Outsole Furon 6 FG #PFG002,NB,13.5-14,2,OS,NO
3/22/2022,Outsole NB Composite COMPV1,NB,9.5-10,14,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,7.5-8,14,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,10.5-11,8,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,8.5-9,28,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,9.5-10,6,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,9.5-10,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,5.5-6,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,4.5-5,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,10.5-11,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,8.5-9,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,7.5-8,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,11.5-12,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,12.5-13,10,OS,NO
3/22/2022,Outsole Tekela 4 FG #PFG004,NB,6.5-7,10,OS,NO
3/22/2022,Outsole Tekela V2 SG #PSG001,NB,12.5-13,3,OS,NO
3/22/2022,Outsole Tekela V2 SG #PSG001,NB,13.5-14,2,OS,NO
3/22/2022,Outsole Tekela V2 SG #PSG001,NB,9.5-10,2,OS,NO
3/22/2022,Outsole Tekela V2 SG #PSG001,NB,10.5-11,8,OS,NO
3/22/2022,Outsole Tekela V2 SG #PSG001,NB,7.5-8,4,OS,NO
3/22/2022,Outsole Tekela V2 SG #PSG001,NB,8.5-9,8,OS,NO
3/22/2022,Plate Velosamba #AD-45015,,8.5-9,124,Others,NO
3/22/2022,Torsion Bar Solar Boost #AD-47694,Adidas,8-9,50,SHK,NO
3/22/2022,TPU BB2WXYV3,NB,9.5-10.5,5,Others,NO
3/23/2022,Banadage MTBR Adilette #61679,Adidas,9,22,Others,NO
3/23/2022,Banadage MTBR Adilette #61679,Adidas,9,10,Others,NO
3/23/2022,Banadage MTBR Adilette #61679,Adidas,9,40,Others,Color Chip
3/23/2022,Banadage MTBR Adilette #61679,Adidas,9,15,Others,Color Chip
3/23/2022,Heel Counter 61BAS,Adidas,No.3(9.5-12),400,HC,NO
3/23/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,5,OS,NO
3/23/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,5,OS,Color Chip
3/23/2022,Outsole Adizero LJ #AD-30569,Adidas,9-10,32,OS,NO
3/23/2022,Outsole Future MG #FB1095,Puma,8-8.5,13,OS,NO
3/23/2022,Outsole MTBR Adilette #61681,Adidas,9,22,OS,NO
3/23/2022,Outsole MTBR Adilette #61681,Adidas,9,10,OS,NO
3/23/2022,Outsole MTBR Adilette #61681,Adidas,9,15,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's:3T/W's:5,3,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 6-6T/W's 7T-8,3,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's:4-4T/W's:5T-6,6,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 5-5T/W's 6T-7,4,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 10-10T/W's 11T-12,4,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 7-7T/W's 8T-9,4,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 6-6T/W's 7T-8,4,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's:3T/W's:5,2,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 8-8T/W's 9T-10,4,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's:11-11T/W's:12T-13,4,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's 9-9T/W's 10T-11,6,OS,NO
3/23/2022,Outsole NB PL #4040V6,NB,M's:4-4T/W's:5T-6,6,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,4.5-5,3,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,3.5-4,6,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,6-6.5,3,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,3.5-4,4,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,9-9.5,6,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,6-6.5,4,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,7-7.5,4,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,10-10.5,4,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,11-11.5,4,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,4.5-5,6,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,8-8.5,4,OS,NO
3/23/2022,Outsole NB#MB3000V4,NB,5.5,2,OS,NO
3/23/2022,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,7,OS,NO
3/23/2022,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,43,OS,NO
3/23/2022,Outsole Tekela 4 FG #PFG004,NB,9.5-10,10,OS,NO
3/23/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,20,OS,Color Chip
3/23/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,6.5,7,OS,Color Chip
3/23/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,10.5,7,OS,Color Chip
3/23/2022,Puma Twist Lock 015500,Puma,complete set,259,Others,NO
3/24/2022,Heel counter #CTJSV1,NB,M:7.5-9/W:9-10.5,27,EX-HC,NO
3/24/2022,Heel Counter A1004,Adidas,No.2(8-9),400,HC,NO
3/24/2022,Heel Counter A1006,Adidas,No.1(3-4.5),200,HC,NO
3/24/2022,Heel Counter A1006,Adidas,No.4(8-9),200,HC,NO
3/24/2022,Heel counter C 8-0114-M/W,NB,No.2(5.5-7),10,HC,NO
3/24/2022,Heel counter C 8-0114-M/W,NB,No.4(9.5-11),10,HC,NO
3/24/2022,Heelcap Ultra 4D #AD30832,Adidas,8-9,20,Others,NO
3/24/2022,Insole Board JV8-0425-1,NB,9.5-10,2,IB,NO
3/24/2022,Insole Board JV8-0425-1,NB,13.5-14,2,IB,NO
3/24/2022,Insole Board JV8-0425-1,NB,7.5-8,2,IB,NO
3/24/2022,Insole Board JV8-0425-1,NB,6.5-7,2,IB,NO
3/24/2022,Insole Board JV8-0425-1,NB,12.5-13,2,IB,NO
3/24/2022,Insole Board JV8-0425-1,NB,8.5-9,2,IB,NO
3/24/2022,Insole Board JV8-0665 LH-2,NB,9.5-10,10,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,8.5,79,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,8.5,127,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,4,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,8,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,10,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,10.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,8.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,5.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,13,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,9.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,12.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,6,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,7,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,11.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,6.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,9,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,12,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,8.5,10,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,4.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,11,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,7.5,1,IB,NO
3/24/2022,Insole Board X20 FG #11046,Adidas,3.5,1,IB,NO
3/24/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,8-9,42,Others,NO
3/24/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,8-9,42,Others,NO
3/24/2022,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,8-9,42,Others,NO
3/24/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12,EX-HC,NO
3/24/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12,EX-HC,NO
3/24/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12,EX-HC,NO
3/24/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12,EX-HC,NO
3/24/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12,EX-HC,YES
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,3,OS,NO
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,11,OS,NO
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,17,OS,NO
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,18,OS,NO
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,10,OS,NO
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,10,OS,NO
3/24/2022,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,34,OS,Color Chip
3/24/2022,Outsole AG02 #NSM-AG02,NB,6.5-7,4,OS,NO
3/24/2022,Outsole AG02 #NSM-AG02,NB,12.5-13,4,OS,NO
3/24/2022,Outsole AG02 #NSM-AG02,NB,8.5-9,4,OS,NO
3/24/2022,Outsole Agility SG#42663,Adidas,8.5,22,OS,NO
3/24/2022,Outsole Furon 6 FG #PFG002,NB,9.5-10,10,OS,NO
3/24/2022,Outsole Olympic Plate #AD-06636,,8-8.5,33,OS,NO
3/24/2022,Outsole Olympic Plate #AD-06636,,8-8.5,9,OS,NO
3/24/2022,Outsole Olympic Plate #AD-06636,,8-8.5,8,OS,NO
3/24/2022,Outsole Olympic Plate #AD-06636,,8-8.5,3,OS,NO
3/24/2022,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,2,OS,NO
3/24/2022,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,3,OS,NO
3/24/2022,Outsole Tekela 4 FG #PFG004,NB,9.5-10,10,OS,NO
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,5,OS,Color Chip
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,5,OS,NO
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,10,OS,NO
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,10,OS,Color Chip
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,11,OS,Color Chip
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,17,OS,NO
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,18,OS,NO
3/24/2022,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,3,OS,Color Chip
3/24/2022,PANEL ULTRA 4D #AD30832,Adidas,9.5-10.5,20,Others,NO
3/24/2022,Shank BB2WXYV3,NB,9.5-12,10,SHK,NO
3/24/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,8.5-9.5,1,SHK,NO
3/24/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,8.5-9.5,1,SHK,NO
3/24/2022,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,8.5-9.5,1,SHK,NO
3/24/2022,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,8.5-9,8,SHK,NO
3/25/2022,Eyestay Zenchill XXII #59701-ET,,8-9,55,Others,NO
3/25/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15,EX-HC,YES
3/25/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15,EX-HC,NO
3/25/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15,EX-HC,NO
3/25/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15,EX-HC,NO
3/25/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15,EX-HC,NO
3/25/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15,EX-HC,NO
3/25/2022,Outsole Furon 6 FG #PFG002,NB,9.5-10,6,OS,NO
3/25/2022,Outsole Furon 6 FG #PFG002,NB,9.5-10,5,OS,NO
3/25/2022,Outsole Furon 6 FG #PFG002,NB,7.5-8,5,OS,NO
3/25/2022,Outsole Furon 6 FG #PFG002,NB,11.5-12,5,OS,NO
3/25/2022,Outsole Furon 6 FG #PFG002,NB,10.5-11,5,OS,NO
3/25/2022,Outsole Furon 6 FG #PFG002,NB,8.5-9,10,OS,NO
3/25/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5,10,OS,NO
3/25/2022,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,4,OS,NO
3/25/2022,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,5,OS,NO
3/25/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,8.5,8,OS,NO
3/25/2022,Outsole Originals Stan Smith Loop #AD-56914,Adidas,8.5,25,OS,NO
3/25/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,10,OS,NO
3/25/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,10,OS,NO
3/25/2022,Outsole Ultra FG #FB1106 P4,Puma,6-6.5,25,OS,NO
3/25/2022,PANEL ULTRA 4D #AD30832,Adidas,8-9,15,Others,NO
3/25/2022,Shank Answer IV R1116D,Reebok,M:8.5-9,10,SHK,NO
3/25/2022,Shank Answer IV R1116D,Reebok,M:8.5-9,10,SHK,NO
3/25/2022,Shank Answer IV R1116D,Reebok,M:8.5-9,22,SHK,NO
3/25/2022,Test Plates NB,NB,non size,10,"Overhead Production( Test Plates, Color Chip)",NO
3/25/2022,Test Plates NB,NB,non size,10,"Overhead Production( Test Plates, Color Chip)",NO
3/25/2022,Test Plates NB,NB,non size,10,"Overhead Production( Test Plates, Color Chip)",NO
3/25/2022,Test Plates NB,NB,non size,10,"Overhead Production( Test Plates, Color Chip)",NO
3/25/2022,Test Plates NB,NB,non size,10,"Overhead Production( Test Plates, Color Chip)",NO
3/25/2022,Torsion Bar #AF0207M,Adidas,8-9,6,SHK,NO
3/25/2022,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10,SHK,NO
3/25/2022,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10,SHK,NO
3/25/2022,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10,SHK,NO
3/26/2022,Eyestay Zenchill XXII #59701-ET,,8-9,15,Others,NO
3/26/2022,Heel counter C 8-0114-M/W,NB,No.6(13-15),50,HC,NO
3/26/2022,Heelcap Zenchill XXII #59701-HT,Adidas,8-9,15,Others,NO
3/26/2022,Insole Board X20 FG #11046,Adidas,8.5,9,IB,NO
3/26/2022,Insole Board X20 FG #11046,Adidas,11.5,1,IB,NO
3/26/2022,Insole Board X20 FG #11046,Adidas,8,7,IB,NO
3/26/2022,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,3,OS,YES
3/26/2022,Plate Velosamba #AD-45015,Adidas,8.5-9,9,Others,NO
3/26/2022,Plate Velosamba #AD-45015,Adidas,8.5-9,13,Others,NO
3/26/2022,Torsion Bar Adizero Adios 5 #AD-07213,Adidas,8-9,5,SHK,NO
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,15,SHK,Color Chip
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,33,SHK,NO
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,15,SHK,Color Chip
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,5,SHK,NO
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,5,SHK,NO
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,5,SHK,Color Chip
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,5,SHK,Color Chip
3/26/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,33,SHK,NO
3/28/2022,Heel Counter 21005,Adidas,No.3(5-6),200,HC,NO
3/28/2022,Heelcap Ultra 4D #AD30832,Adidas,8-9,18,Others,NO
3/28/2022,Heelcap Ultra 4D #AD30832,Adidas,8-9,12,Others,NO
3/28/2022,Heelcap Ultra 4D #AD30832,Adidas,8-9,10,Others,NO
3/28/2022,Insole Board JV8-0665 LH-2,NB,9.5-10,7,IB,NO
3/28/2022,Insole Board JV8-0665 LH-2,NB,7.5-8,3,IB,NO
3/28/2022,Insole Board JV8-0665 LH-2,NB,10.5-11,1,IB,NO
3/28/2022,Midsole Shift #61086,Adidas,8.5,5,Others,NO
3/28/2022,Midsole Shift #61086,Adidas,5.5,5,Others,NO
3/28/2022,Midsole Shift #61086,Adidas,8.5,5,Others,NO
3/28/2022,Midsole Shift #61086,Adidas,5.5,5,Others,NO
3/28/2022,NB CR M/W574,NB,M:9-11.5/W:10.5-13,4,EX-HC,NO
3/28/2022,NB CR M/W574,NB,M:9-11.5/W:10.5-13,8,EX-HC,NO
3/28/2022,Outsole Agility SG#42663,Adidas,8.5,6,OS,NO
3/28/2022,Outsole Agility SG#42663,Adidas,8.5,8,OS,NO
3/28/2022,Outsole Agility SG#42663,Adidas,8.5,12,OS,NO
3/28/2022,Outsole Furon 6 FG #PFG002,NB,9.5-10,7,OS,NO
3/28/2022,Outsole Furon 6 FG #PFG002,NB,7.5-8,3,OS,NO
3/28/2022,Outsole Furon 6 FG #PFG002,NB,10.5-11,1,OS,NO
3/28/2022,Outsole Future MG #FB1095,Puma,8-8.5,20,OS,YES
3/28/2022,Outsole Future MG #FB1095,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Future MG #FB1095,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Future MG #FB1095,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Future MG #FB1095,Puma,8-8.5,8,OS,NO
3/28/2022,Outsole Tekela V2 FG #PFG001,NB,9.5-10,8,OS,NO
3/28/2022,Outsole Tekela V2 FG #PFG001,NB,7.5-8,2,OS,NO
3/28/2022,Outsole Tekela V2 FG #PFG001,NB,11.5-12,2,OS,NO
3/28/2022,Outsole Tekela V2 FG #PFG001,NB,10.5-11,4,OS,NO
3/28/2022,Outsole Tekela V2 FG #PFG001,NB,8.5-9,8,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,9.5-10,3,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,7.5-8,1,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,9.5-10,3,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,11.5-12,2,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,10.5-11,2,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,8.5-9,3,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,7.5-8,1,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,11.5-12,2,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,10.5-11,2,OS,NO
3/28/2022,Outsole Tekela V2 SG #PSG001,NB,8.5-9,3,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,YES
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,YES
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,YES
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,YES
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,YES
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20,OS,NO
3/28/2022,Panel EQ19 RUN #55178,Adidas,8-8.5,2,Others,NO
3/28/2022,Panel EQ19 RUN #55178,Adidas,8-8.5,2,Others,NO
3/28/2022,Panel EQ19 RUN #55178,Adidas,5-5.5,25,Others,NO
3/28/2022,Panel EQ19 RUN #55178,Adidas,5-5.5,25,Others,NO
3/28/2022,PANEL ULTRA 4D #AD30832,Adidas,8-9,18,Others,NO
3/28/2022,PANEL ULTRA 4D #AD30832,Adidas,8-9,10,Others,NO
3/28/2022,PANEL ULTRA 4D #AD30832,Adidas,8-9,12,Others,NO
3/28/2022,Shank Hyperion Rocket,Brooks,9-9.5,10,SHK,NO
3/28/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,7,SHK,NO
3/28/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,3,SHK,NO
3/28/2022,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,5,SHK,NO
3/29/2022,Heel Counter 05091,Adidas,No.4(9.5-11),5,HC,NO
3/29/2022,Heel Counter 05091,Adidas,No.3(7.5-9),5,HC,NO
3/29/2022,Heel Counter 08502,Adidas,No.1(3.5-6.5),5,HC,NO
3/29/2022,Heel counter 19449,Adidas,No.2(6.5-9),10,HC,NO
3/29/2022,Heel counter 19449,Adidas,No.1(3.5-6),10,HC,NO
3/29/2022,Heel Counter 2126,Adidas,No.3(8-10),10,HC,NO
3/29/2022,Heel Counter 2126,Adidas,No.2(5.5-7.5),10,HC,NO
3/29/2022,Heel Counter 2135,Adidas,No.3(8-10),10,HC,NO
3/29/2022,Heel Counter 2135,Adidas,No.2(5.5-7.5),10,HC,NO
3/29/2022,Heel Counter TS030,Puma,No.4(7.5-8.5),50,HC,NO
3/29/2022,Outsole #FB1079,Puma,8,10,OS,NO
3/29/2022,Outsole Agility SG#42663,Adidas,8.5,12,OS,NO
3/29/2022,Outsole Agility SG#42663,Adidas,8.5,12,OS,NO
3/29/2022,Outsole Agility SG#42663,Adidas,8.5,12,OS,NO
3/29/2022,Outsole Agility SG#42663,Adidas,7,2,OS,NO
3/29/2022,Outsole ELMN8 V7 #40533,Brooks,6-6.5,1,OS,NO
3/29/2022,Outsole ELMN8 V7 #40533,Brooks,10-10.5,1,OS,NO
3/29/2022,Outsole Future MG #FB1095,Puma,8-8.5,4,OS,NO
3/29/2022,Outsole Future MG #FB1095,Puma,8-8.5,4,OS,NO
3/29/2022,Outsole Future MG #FB1095,Puma,8-8.5,4,OS,NO
3/29/2022,Outsole Future MG #FB1095,Puma,8-8.5,4,OS,NO
3/29/2022,Outsole Wire 8 #40534,Brooks,13,1,OS,NO
3/29/2022,Outsole Wire 8 #40534,Brooks,5-5.5,1,OS,NO
3/29/2022,Shank Propelv4 #PROPELV4,NB,M:6.5-7.5/W:8-9,10,SHK,NO
3/29/2022,Shank Propelv4 #PROPELV4,NB,M:11-12,10,SHK,NO
3/29/2022,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,8-9,2,SHK,NO
3/29/2022,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,11-12,1,SHK,NO
3/29/2022,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,9.5-10.5,3,SHK,NO
3/29/2022,Torsion Bar Solar Prime #AD-44000,Adidas,8-9,15,SHK,NO
3/30/2022,Eyestay Zenchill XXII #59701-ET,,5-6,25,Others,NO
3/30/2022,Eyestay Zenchill XXII #59701-ET,,5-6,25,Others,YES
3/30/2022,Eyestay Zenchill XXII #59701-ET,,8-9,25,Others,NO
3/30/2022,Eyestay Zenchill XXII #59701-ET,,5-6,25,Others,NO
3/30/2022,Eyestay Zenchill XXII #59701-ET,,8-9,50,Others,NO
3/30/2022,Heel Counter 05091,Adidas,No.4(9.5-11),5,HC,NO
3/30/2022,Heel Counter 05091,Adidas,No.3(7.5-9),5,HC,NO
3/30/2022,Heel Counter 08502,Adidas,No.1(3.5-6.5),5,HC,NO
3/30/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,7,EX-HC,NO
3/30/2022,NB CR M/W574,NB,M:9-11.5/W:10.5-13,1,EX-HC,NO
3/30/2022,NB CR M/W574,NB,M:12-18/W:13.5-19,1,EX-HC,NO
3/30/2022,NB CR M/W574,NB,M:4-8.5/W:5.5-10,1,EX-HC,NO
3/30/2022,Outsole AB80v1,NB,10-10.5,3,OS,NO
3/30/2022,Outsole Future FG-AG #FB1118,Puma,6,10,OS,NO
3/30/2022,Outsole Future MG Jr #FB1096,Puma,3-3.5,30,OS,NO
3/30/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,2,OS,NO
3/30/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,2,OS,NO
3/30/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,13,2,OS,NO
3/30/2022,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,2,OS,NO
3/30/2022,Outsole Ultra FG #FB1106 P4,Puma,8-8.5,5,OS,NO
3/30/2022,Plate Velosamba #AD-45015,Adidas,8.5-9,40,Others,NO
3/30/2022,Shank BB2WXYV3,NB,9.5-12,13,SHK,NO
3/30/2022,TPU BB2WXYV3,NB,12.5-13.5,13,Others,NO
3/30/2022,TPU Lateral & Medial #BBKLV3,NB,11.5-13,10,Others,NO
3/30/2022,TPU Lateral & Medial #BBKLV3,NB,13.5-15,10,Others,NO
,,,,Sum: 85386,,
