Date,Item_Name,Brand_Name,Size,Order_Quantity,Category,New_Color
12/7/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,21,OS,NO
12/7/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,19,OS,NO
12/7/2021,PANEL ULTRA 4D #AD30832,Adidas,8-9,15,Others,NO
12/8/2021,Bottom Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,8.5,50,Others,Color Chip
12/8/2021,Disc R Curved 015600,Puma,complete set(40t),12,Others,NO
12/8/2021,Disc R Curved 015600,Puma,complete set(40t),24,Others,NO
12/8/2021,Heel Cap Spectrum SS25 #FT-21009-P0,Adidas,8.5,50,Others,Color Chip
12/8/2021,Heel counter C9004R,Adidas,No.6(2-3),200,HC,NO
12/8/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,4,OS,Color Chip
12/8/2021,Outsole ATC435-1,Puma,8-8.5,1,OS,NO
12/8/2021,Outsole ATC435-1,Puma,8-8.5,1,OS,NO
12/8/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,10,OS,Color Chip
12/8/2021,Panel Spectrum SS25 #FT-21009-P0,Adidas,8.5,50,Others,Color Chip
12/8/2021,Second Layer Spectrum SPC SS25 #FT-21009-P0,Adidas,8.5,50,Others,Color Chip
12/8/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),3,SHK,NO
12/9/2021,Apos4-Metal Rail(Fore+Heel),Apos,6-10,15,Others,NO
12/9/2021,Apos4-Metal Rail(Fore+Heel),Apos,2.5-5.5,15,Others,NO
12/9/2021,Apos4-Metal Rail(Fore+Heel),Apos,10.5-13.5,15,Others,NO
12/9/2021,Foot bed Climacool Vento #54551,Adidas,8-8.5,20,OS,NO
12/9/2021,Foot bed Climacool Vento #54551,Adidas,6-6.5,40,OS,NO
12/9/2021,Heel Counter C4003R,Adidas,No.2(5-6),800,HC,NO
12/9/2021,Heel counter C9004R,Adidas,No.2(9K-10K),200,HC,NO
12/9/2021,Heel counter C9004R,Adidas,No.7(3.5-4.5),200,HC,NO
12/9/2021,Heel counter C9004R,Adidas,No.8(5-6.5),200,HC,NO
12/9/2021,Midsole Climawarm T&P #57531,Adidas,8.5,10,Others,NO
12/9/2021,NB CR M/W574,NB,M:4-8.5/W:5.5-10,14,EX-HC,NO
12/9/2021,NB CR M/W574,NB,M:4-8.5/W:5.5-10,11,EX-HC,NO
12/9/2021,NB CR M/W574,NB,M:4-8.5/W:5.5-10,11,EX-HC,NO
12/9/2021,Outsole #MB4040V5,NB,M:13-13.5,2,OS,Color Chip
12/9/2021,Outsole #MB4040V5,NB,M'S11-11.5/W's12.5-13,13,OS,NO
12/9/2021,Outsole #MB4040V5,NB,M'S11-11.5/W's12.5-13,13,OS,NO
12/9/2021,Outsole #MB4040V5,NB,M'S11-11.5/W's12.5-13,13,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,15,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,15,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,15,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,15,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Humanrace Sichona #56315,Adidas,8.5,5,OS,NO
12/9/2021,Outsole NB#MB3000V4,NB,13,2,OS,NO
12/9/2021,Outsole PFG003,NB,9.5-10,30,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG #FB1106,Puma,8-8.5,10,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,16,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,14,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,20,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/9/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/9/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,-25,Others,NO
12/9/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,25,Others,Color Chip
12/9/2021,PANEL ULTRA 4D #AD30832,Adidas,8-9,10,Others,NO
12/9/2021,PANEL ULTRA 4D #AD30832,Adidas,8-9,15,Others,NO
12/9/2021,Shank Climacool Vento #54551,Adidas,8-8.5,20,SHK,NO
12/10/2021,Heel Counter C4003R,Adidas,No.4(8-9),5,HC,NO
12/10/2021,Heel Counter C4003R,Adidas,No.5(9.5-10.5),5,HC,NO
12/10/2021,Heel Counter C4003R,Adidas,No.3(6.5-7.5),5,HC,NO
12/10/2021,Heel counter C9004R,Adidas,No.6(2-3),6,HC,NO
12/10/2021,Outsole Evospeed 3+4 i SG#FB396,Puma,8-8.5,6,OS,NO
12/10/2021,Outsole Evospeed 3+4 i SG#FB396,Puma,8-8.5,10,OS,NO
12/10/2021,Outsole Evospeed 3+4 i SG#FB396,Puma,9-9.5,2,OS,NO
12/10/2021,Outsole Future FG-AG #FB1118,Puma,8,10,OS,NO
12/10/2021,Outsole NB#MB3000V4,NB,12-12.5,3,OS,NO
12/10/2021,Outsole NB#MB3000V4,NB,10-10.5,3,OS,NO
12/10/2021,Outsole NB#MB3000V4,NB,11-11.5,3,OS,NO
12/10/2021,Outsole NB#MB3000V4,NB,9-9.5,12,OS,NO
12/10/2021,Outsole NB#MB3000V4,NB,9-9.5,120,OS,NO
12/10/2021,Outsole NB#MB3000V4,NB,9-9.5,12,OS,NO
12/10/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,15,Others,NO
12/10/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,15,Others,NO
12/10/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,20,Others,NO
12/10/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,15,Others,NO
12/10/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,15,Others,NO
12/10/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,35,Others,NO
12/10/2021,Shank Answer IV R1116D,Reebok,M:8.5-9,5,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,3-4,16,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,4.5-5.5,14,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,6-7,28,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,7.5-8.5,26,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,13.5-14.5,6,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,10.5-11.5,10,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,12-13,12,SHK,NO
12/10/2021,Shank Deviate 2 #JO1162,Puma,9-10,16,SHK,NO
12/11/2021,Heel Counter C4003R,Adidas,No.7(12.5-13.5),16,HC,NO
12/11/2021,Heel Counter C4003R,Adidas,No.4(8-9),36,HC,NO
12/11/2021,Heel Counter C4003R,Adidas,No.6(11-12),24,HC,NO
12/11/2021,Heel Counter C4003R,Adidas,No.1(3-4.5),12,HC,NO
12/11/2021,Heel Counter C4003R,Adidas,No.3(6.5-7.5),36,HC,NO
12/11/2021,Heel Counter C4003R,Adidas,No.2(5-6),20,HC,NO
12/11/2021,Heel Counter C4003R,Adidas,No.5(9.5-10.5),28,HC,NO
12/11/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,6,OS,NO
12/11/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,65,OS,NO
12/11/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,13,OS,NO
12/11/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,20,OS,Color Chip
12/11/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,5,OS,NO
12/13/2021,Foot bed Climacool Vento #54551,Adidas,9-9.5,60,OS,NO
12/13/2021,Heel Counter 05091,Adidas,No.3(7.5-9),6700,HC,NO
12/13/2021,Heel Counter 05091,Adidas,No.4(9.5-11),7300,HC,NO
12/13/2021,Heel counter C9004R,Adidas,No.6(2-3),200,HC,NO
12/13/2021,Heelcap Ultra 4D #AD30832,Adidas,8-9,20,Others,NO
12/13/2021,Heelcap Ultra 4D #AD30832,Adidas,8-9,20,Others,NO
12/13/2021,Insole Board JV8-0665 LH-2 Color:Sample_White (Non woven 0.4mm)(Pebax 6333) Size:10.5-11,NB,10.5-11,9,IB,NO
12/13/2021,Insole Board JV8-0665 LH-2 Color:Sample_White (Non woven 0.4mm)(Pebax 6333) Size:7.5-8,NB,7.5-8,12,IB,NO
12/13/2021,NB CR M/W574 Color:014-73-08 Size:M:4-8.5/W:5.5-10,,M:4-8.5/W:5.5-10,12,EX-HC,NO
12/13/2021,Outsole #MB4040V7,NB,M's 9-9T/W's 10T-11,15,OS,NO
12/13/2021,Outsole #MB4040V7,NB,M's 9-9T/W's 10T-11,5,OS,NO
12/13/2021,Outsole Furon 6 FG #PFG002,NB,7.5-8,10,OS,NO
12/13/2021,Outsole Furon 6 FG #PFG002,NB,10.5-11,7,OS,NO
12/13/2021,Outsole Tekela V2 SG #PSG001,NB,7.5-8,3,OS,NO
12/13/2021,Outsole Tekela V2 SG #PSG001,NB,10.5-11,4,OS,NO
12/13/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,17,Others,NO
12/13/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,17,Others,NO
12/13/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,17,Others,NO
12/13/2021,Panel EQ19 RUN #55178,Adidas,5-5.5,17,Others,NO
12/13/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,17,Others,NO
12/14/2021,Heel counter C9004R,Adidas,No.7(3.5-4.5),200,HC,NO
12/14/2021,Heel counter C9004R,Adidas,No.2(9K-10K),200,HC,NO
12/14/2021,Heel counter C9004R,Adidas,No.8(5-6.5),200,HC,NO
12/14/2021,Heel Counter TS030,Puma,No.4(7.5-8.5),110,HC,NO
12/14/2021,Heel Counter TS030,Puma,No.6(10.5-11.5),20,HC,NO
12/14/2021,Heel counter TS033,Puma,No.4(7.5-8.5),963,HC,NO
12/14/2021,Heel counter TS033,Puma,No.6(10.5-11.5),239,HC,NO
12/14/2021,Heel counter TS033,Puma,No.2(4.5-5.5),105,HC,NO
12/14/2021,Heel counter TS033,Puma,No.1(3-4),34,HC,NO
12/14/2021,Heel counter TS033,Puma,No.7(12-13),45,HC,NO
12/14/2021,Heel counter TS033,Puma,No.5(9-10),472,HC,NO
12/14/2021,Heel counter TS033,Puma,No.3(6-7),242,HC,NO
12/14/2021,Heel counter TS042,Puma,No.4(7.5-8.5),92,HC,NO
12/14/2021,Heel counter TS042,Puma,No.5(9-10),11,HC,NO
12/14/2021,Heel counter TS042,Puma,No.2(4.5-5.5),2,HC,NO
12/14/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,NO
12/14/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,NO
12/14/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,3,OS,NO
12/14/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,20,OS,NO
12/14/2021,Panel TWOWXYV3,NB,M:9.5-10.5/W:11-12,13,Others,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),18,SHK,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,12.5-13,6,SHK,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:9.5-10.5(W:11-12),18,SHK,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:11-12,18,SHK,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,14-15,12,SHK,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:6.5-7.5(W:8-9),18,SHK,NO
12/14/2021,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),14,SHK,NO
12/15/2021,Midsole Climawarm T&P #57531,Adidas,8.5,10,Others,NO
12/15/2021,PANEL ULTRA 4D #AD30832,Adidas,8-9,10,Others,NO
12/15/2021,Shank BB2WXYV3,NB,9.5-12,15,SHK,NO
12/15/2021,Shank BB2WXYV3,NB,9.5-12,15,SHK,NO
12/15/2021,TPU BB2WXYV3,NB,M:9.5-10.5/W:11-12,15,Others,NO
12/16/2021,Eyestay Zenchill XXII #59701-ET,,8-9,10,Others,NO
12/16/2021,Heel Counter A1008,Adidas,No.1(8K-10K),200,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.6(11-12),200,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.4(8-9),400,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.5(9.5-10.5),200,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.1(3.5-4.5),200,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.7(12.5-13),200,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.3(6.5-7.5),200,HC,NO
12/16/2021,Heel Counter A1014,Adidas,No.2(5-6),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.8(14-15),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.5(9.5-10.5),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.1(3.5-4.5),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.6(11-12),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.3(6.5-7.5),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.7(12.5-13.5),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.2(5-6),200,HC,NO
12/16/2021,Heel Counter C4003R,Adidas,No.4(8-9),200,HC,NO
12/16/2021,Heelcap Zenchill XXII #59701-HT,Adidas,5-6,5,Others,NO
12/16/2021,Heelcap Zenchill XXII #59701-HT,Adidas,5-6,5,Others,NO
12/16/2021,Heelcap Zenchill XXII #59701-HT,Adidas,5-6,5,Others,NO
12/16/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,3,OS,NO
12/16/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,3,OS,NO
12/16/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,15,OS,Color Chip
12/16/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,15,OS,NO
12/16/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
12/16/2021,Outsole FXG J’s#42146,Adidas,3-3.5,5,OS,NO
12/16/2021,Outsole Quickframe 2.0 #43685,,11,13,OS,NO
12/16/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,10,Others,NO
12/16/2021,Panel EQ19 RUN #55178,Adidas,8-8.5,10,Others,NO
12/16/2021,Shank Climacool Vento #54551,Adidas,9-9.5,12,SHK,NO
12/16/2021,Shank Climacool Vento #54551,Adidas,9-9.5,14,SHK,NO
12/16/2021,Shank Climacool Vento #54551,Adidas,9-9.5,5,SHK,NO
12/17/2021,Heel Counter A1002(adiPure),Adidas,No.2(5-6),2,HC,NO
12/17/2021,Heel Counter A1004,Adidas,No.1(5.5-7.5),2,HC,NO
12/17/2021,Heel Counter A9001,Adidas,No.1(3.5-5.5),2,HC,NO
12/17/2021,Heel Counter A9001,Adidas,No.2(6-8),2,HC,NO
12/17/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,5,OS,NO
12/17/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,5,OS,NO
12/17/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,10,OS,NO
12/17/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,10,OS,Color Chip
12/17/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,10,OS,NO
12/17/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,10,OS,Color Chip
12/17/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,10,OS,Color Chip
12/17/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,10,OS,Color Chip
12/17/2021,Outsole Future MG #FB1095,Puma,8-8.5,23,OS,NO
12/17/2021,Outsole Future MG #FB1095,Puma,8-8.5,10,OS,NO
12/17/2021,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,2,OS,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:5-6/W:6.5-7.5,20,SHK,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:9.5-10.5/W:11-12,10,SHK,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:5-6/W:6.5-7.5,10,SHK,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:9.5-10.5/W:11-12,10,SHK,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:5-6/W:6.5-7.5,10,SHK,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:9.5-10.5/W:11-12,40,SHK,NO
12/17/2021,Shank Propelv4 #PROPELV4,NB,M:5-6/W:6.5-7.5,10,SHK,NO
12/18/2021,Heel Counter A9001,Adidas,No.2(6-8),2,HC,NO
12/18/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,12,OS,NO
12/18/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,20,OS,NO
12/18/2021,Outsole NB PL #4040V6,NB,M's 9-9T/W's 10T-11,12,OS,Color Chip
12/18/2021,Outsole NB PL #4040V6,NB,M's 9-9T/W's 10T-11,24,OS,NO
12/18/2021,Outsole NB#MB3000V4,NB,9-9.5,12,OS,NO
12/18/2021,Outsole NB#MB3000V4,NB,9-9.5,12,OS,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,3-4,40,SHK,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,6-7,160,SHK,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,7.5-8.5,149,SHK,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,4.5-5.5,119,SHK,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,10.5-11.5,45,SHK,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,12-13,30,SHK,NO
12/18/2021,Shank Deviate 2 #JO1162,Puma,9-10,80,SHK,NO
12/20/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,12,OS,NO
12/20/2021,Outsole Tekela V2 SG #PSG001,NB,8.5-9,1,OS,NO
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,14,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,4,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,10.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,13,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,10,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,6.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,9.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,8.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,15,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,14.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,7,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,16,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,6,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,8,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,11.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,12.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,9,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,11,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,7.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,3.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,4.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,13.5,3,Others,Color Chip
12/20/2021,Shank insert Yeezy Boost 350V2 #AD-927,Adidas,12,3,Others,Color Chip
12/20/2021,TPU BB2WXYV3,NB,M:9.5-10.5/W:11-12,18,Others,Color Chip
12/21/2021,Heel Counter A1005,Adidas,No.4(2.5-4.5),10,HC,NO
12/21/2021,Heel Counter A1008,Adidas,No.4(2.5-4.5),10,HC,NO
12/21/2021,Heel Counter A4001,Adidas,No.3(7.5-9),5,HC,NO
12/21/2021,Heel Counter A9002,Adidas,No.3(2-4),10,HC,NO
12/21/2021,Insole Board JV8-0665 LH-2,NB,9.5-10,6,IB,NO
12/21/2021,Insole Board JV8-0665 LH-2,NB,8.5-9,8,IB,NO
12/21/2021,Insole Board JV8-0665 LH-2,NB,10.5-11,3,IB,NO
12/21/2021,Outsole Furon 3(Take Down) FG J´s #NSJ-FFG02TD,NB,12K-12.5K,12,OS,NO
12/21/2021,Outsole Furon 3(Take Down) FG J´s #NSJ-FFG02TD,NB,12K-12.5K,5,OS,NO
12/21/2021,Outsole Furon 4 HG #NSM-FHG4,NB,9.5-10,6,OS,NO
12/21/2021,Outsole Furon 4/ Tekela 1 HG Js #NSJ-THG1,NB,2-2.5,6,OS,NO
12/21/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,6,OS,NO
12/21/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,6,OS,NO
12/21/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,6,OS,NO
12/21/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,15,OS,NO
12/21/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,6,OS,NO
12/21/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,6,OS,NO
12/21/2021,Outsole Tekela V2 SG #PSG001,NB,9.5-10,6,OS,NO
12/21/2021,Shank CourtJam Bounce #AD04858,Adidas,7.5-9,15,SHK,NO
12/21/2021,TPU Lateral & Medial #BBKLV3,NB,9.5-11,20,Others,NO
12/21/2021,TPU Shank Base Line 1.0 #50062001Color:Black 095A Size:M:8-9(W:9.5-10.5),Reebok,M:8-9(W:9.5-10.5),18,SHK,NO
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Color Chip _Testing,Adidas,1.4mm - 3.0mm,20,"Overhead Production( Test Plates, Color Chip)",Color Chip
12/22/2021,Heel Counter A1008,Adidas,No.3(13K-2),200,HC,NO
12/22/2021,Heel Counter A1008,Adidas,No.5(5-7),200,HC,NO
12/22/2021,Heel counter C9004R,Adidas,No.4(12K-13K),30,HC,NO
12/22/2021,Heel counter C9004R,Adidas,No.2(9K-10K),45,HC,NO
12/22/2021,Heel counter C9004R,Adidas,No.4(12K-13K),100,HC,NO
12/22/2021,Heel counter C9004R,Adidas,No.4(12K-13K),210,HC,NO
12/22/2021,Insole Board JV8-0665 LH-2,NB,9.5-10,30,IB,NO
12/22/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,5,OS,NO
12/22/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,10,OS,NO
12/22/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,NO
12/22/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,2,OS,NO
12/22/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,20,OS,NO
12/22/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,12,OS,NO
12/22/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,15,OS,NO
12/22/2021,Outsole Furon 6 FG #PFG002,NB,9.5-10,20,OS,NO
12/22/2021,Outsole NB PL #4040V6,NB,M's 9-9T/W's 10T-11,6,OS,NO
12/22/2021,Outsole NB PL #4040V6,NB,M's:12-12T,3,OS,NO
12/22/2021,Outsole NB PL #4040V6,NB,M's 10-10T/W's 11T-12,3,OS,NO
12/22/2021,Outsole NB PL #4040V6,NB,M's:11-11T/W's:12T-13,3,OS,NO
12/22/2021,Outsole Tekela 4 FG #PFG004,NB,9.5-10,20,OS,NO
12/22/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,20,OS,NO
12/22/2021,Outsole Ultra FG Jr #FB1107,Puma,3-3.5,10,OS,NO
12/23/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,20,OS,NO
12/23/2021,Outsole Agility FG P0/P1#42661,Adidas,8.5,20,OS,NO
12/23/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,6,OS,NO
12/23/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,3,OS,NO
12/23/2021,Outsole Agility FG P2/P3#42666,Adidas,8.5-9,3,OS,NO
12/23/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
12/23/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,10,OS,NO
12/23/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,7.5,6,OS,NO
12/23/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9,6,OS,NO
12/23/2021,Outsole FW20 Puma Future 2.0 #FB1064,Puma,9.5,5,OS,NO
